BIODIESEL_CLASS	BIOMASS_CLASS	ETHANOL_CLASS	HYDRO_CLASS	SOL_CLASS	TOT_GEO_CHANGE	TOT_HYDRO_CHANGE	TOT_SOL_CHANGE	TOT_WIND_CHANGE	WIND_CLASS	month-year
high +	low +	high -	low -	low +	decreased	decreased	decreased	decreased	med -	200,300.25
high -	med -	high +	high -	high -	decreased	decreased	decreased	decreased	high -	200,300.1667
high +	med +	high -	low +	med +	increased	decreased	decreased	decreased	high -	200,300.0833
high -	low -	med +	high +	high +	increased	increased	increased	increased	high +	200,300.5
low +	high +	high +	high -	high -	decreased	decreased	decreased	decreased	med +	200,301
high +	med -	low -	high -	low -	increased	decreased	increased	decreased	high -	200,300.9167
high -	low -	high -	med -	med +	increased	decreased	increased	decreased	med -	200,300.8333
high +	low -	high -	low +	low +	increased	increased	increased	decreased	low -	200,300.75
high -	med +	high +	high +	low +	decreased	increased	decreased	decreased	med -	200,300.6667
high -	low +	med -	med +	low +	increased	increased	increased	increased	high +	200,300.5833
high +	med +	high +	med -	med -	decreased	decreased	decreased	decreased	low +	200,400.0833
low +	med -	low -	med -	med -	increased	decreased	increased	increased	low +	200,400.1667
high -	high +	high +	high +	med +	decreased	increased	decreased	increased	high +	200,401
low -	med -	med -	high -	low -	increased	decreased	increased	decreased	high -	200,400.9167
med +	low +	low +	med -	med +	increased	decreased	increased	increased	high +	200,400.8333
med -	low -	low -	med +	low +	decreased	increased	increased	increased	med +	200,400.75
high -	low +	low -	med +	med +	decreased	decreased	decreased	decreased	low -	200,400.6667
med +	low +	low -	med +	low +	increased	increased	increased	increased	high +	200,400.5833
med -	low -	med +	med +	low -	increased	increased	increased	increased	high +	200,400.5
med +	low -	med -	low -	low +	increased	decreased	increased	increased	high +	200,400.4167
high +	low +	low -	high -	med -	increased	decreased	decreased	decreased	high -	200,400.3333
high -	low -	low -	med +	low +	decreased	increased	decreased	decreased	low -	200,400.25
high +	med +	high +	med +	med -	decreased	decreased	decreased	decreased	high -	200,500.0833
low -	low -	med +	high +	high +	increased	increased	increased	increased	high +	200,500.5
high -	low +	low +	low -	low -	decreased	decreased	decreased	decreased	high -	200,500.5833
high +	low +	med +	high -	low +	decreased	decreased	decreased	decreased	high -	200,500.6667
high -	med -	med -	high -	med -	increased	decreased	increased	increased	high +	200,500.75
low -	med +	high +	high +	med -	decreased	increased	decreased	increased	high +	200,501
high +	low -	med -	high -	low -	increased	increased	increased	increased	high -	200,500.9167
low -	low -	high -	high +	high +	increased	increased	increased	increased	med +	200,500.4167
low -	low -	med -	high -	med -	decreased	decreased	decreased	increased	low -	200,500.3333
low -	med +	med +	low -	low -	decreased	decreased	decreased	decreased	med -	200,500.25
high +	low -	med -	med -	high -	decreased	decreased	decreased	decreased	high -	200,500.1667
high -	med +	high +	high -	high +	increased	decreased	increased	increased	high +	200,500.8333
high +	low +	high +	high +	high +	decreased	increased	increased	increased	high +	200,600.4167
high +	low +	high +	low -	low -	increased	decreased	decreased	decreased	high -	200,600.5
high -	low +	med -	high -	low +	decreased	decreased	decreased	decreased	low -	200,600.5833
high +	low +	low +	high -	low +	increased	decreased	increased	decreased	high -	200,600.6667
med -	low -	low -	high -	med -	increased	decreased	increased	increased	high +	200,600.75
low -	low +	med +	low -	low -	increased	decreased	decreased	increased	high +	200,600.8333
low -	low -	low -	high +	med -	decreased	increased	decreased	increased	low +	200,600.9167
high +	low +	low +	med +	low +	decreased	decreased	decreased	decreased	low -	200,601
high -	med -	high -	high +	low +	decreased	increased	increased	decreased	low -	200,600.0833
high -	high -	med -	med -	med -	decreased	decreased	decreased	decreased	high -	200,600.1667
high +	med +	high +	low -	high +	increased	decreased	increased	increased	high +	200,600.25
low -	low -	low +	high +	low +	increased	increased	increased	increased	low +	200,600.3333
high +	high +	high +	med -	med +	decreased	decreased	decreased	decreased	low -	200,700.0833
high -	high -	med -	high -	med -	decreased	decreased	decreased	increased	low +	200,700.1667
med +	med +	med +	high +	high +	increased	increased	increased	increased	high +	200,700.25
high -	low -	med -	low -	low -	increased	increased	increased	increased	low +	200,700.3333
high +	low +	med +	med +	med +	decreased	increased	increased	decreased	med -	200,700.4167
high +	high +	high +	high -	high -	decreased	decreased	decreased	increased	high +	200,701
high -	med -	high -	high +	high +	increased	increased	increased	decreased	high -	200,700.5833
high +	low +	low +	high -	low -	decreased	decreased	decreased	increased	high +	200,700.6667
med -	low -	low -	high -	low -	increased	decreased	increased	increased	med +	200,700.75
low +	med +	high +	low +	low +	increased	increased	increased	increased	high +	200,700.8333
high -	low -	low -	med +	med -	decreased	increased	decreased	decreased	med -	200,700.9167
high +	low -	high -	high +	med +	decreased	increased	increased	decreased	high -	200,700.5
high -	high +	high +	med -	med +	decreased	decreased	decreased	increased	high +	200,800.0833
high -	med -	low +	med -	low -	decreased	decreased	increased	decreased	med -	200,800.1667
high -	low +	low +	high +	high +	increased	increased	increased	increased	high +	200,800.25
high +	low +	med +	low +	low -	increased	increased	increased	increased	med +	200,800.3333
high +	low +	low +	high +	low +	increased	increased	increased	decreased	low +	200,800.4167
high +	low +	high +	high -	high -	decreased	decreased	decreased	increased	high +	200,801
low +	low +	med -	high +	high +	decreased	increased	increased	decreased	high -	200,800.5833
high +	low +	low +	high -	low -	increased	decreased	increased	decreased	high -	200,800.6667
low +	low -	low -	high -	low -	increased	decreased	increased	increased	low -	200,800.75
high -	low +	med +	low -	low -	increased	decreased	decreased	increased	high +	200,800.8333
low +	low -	med -	low +	med -	decreased	increased	decreased	increased	low +	200,800.9167
high -	low -	med -	high +	high +	decreased	increased	increased	decreased	low +	200,800.5
high -	low -	low +	high -	low -	decreased	decreased	decreased	increased	high +	200,900.0833
med -	med -	high -	high -	med -	increased	decreased	increased	increased	low -	200,900.1667
high +	high +	high +	high +	high +	increased	increased	increased	increased	high +	200,900.25
low +	low -	med +	high +	low -	increased	increased	increased	increased	med +	200,900.3333
high -	med +	med +	high +	low +	decreased	increased	increased	decreased	high -	200,900.4167
high +	high +	med +	high -	high -	decreased	decreased	decreased	decreased	high +	200,901
high -	low -	low -	med -	high +	increased	increased	increased	decreased	high -	200,900.5833
high +	low +	low +	high -	low -	decreased	decreased	decreased	increased	high +	200,900.6667
high +	med -	med -	high -	med -	increased	decreased	increased	decreased	high -	200,900.75
low +	med +	med +	high +	low -	increased	increased	decreased	increased	high +	200,900.8333
high -	low -	low -	med +	med -	increased	increased	decreased	increased	low +	200,900.9167
high -	med -	med -	high +	med +	decreased	increased	increased	decreased	high -	200,900.5
high -	med +	med +	high -	high +	decreased	decreased	increased	increased	high +	201,000.0833
high +	med -	med -	med -	med -	decreased	increased	increased	decreased	high -	201,000.1667
high -	med +	med +	low +	high +	increased	increased	increased	increased	high +	201,000.25
high +	low -	low +	med -	low +	increased	increased	increased	increased	high +	201,000.3333
high -	low +	med +	high +	med +	decreased	increased	decreased	decreased	high -	201,000.4167
high -	med +	low +	med -	med -	decreased	decreased	decreased	decreased	low +	201,001
high +	low -	low -	med +	high +	increased	increased	increased	decreased	high -	201,000.5833
high -	low +	low -	high -	low -	increased	decreased	decreased	decreased	low -	201,000.6667
high +	low -	med -	high -	low -	increased	decreased	increased	increased	med +	201,000.75
high -	low +	med +	low +	low -	increased	increased	increased	increased	high +	201,000.8333
high -	low -	low -	high +	low -	decreased	increased	decreased	increased	high +	201,000.9167
med -	low -	low +	high +	med +	decreased	increased	increased	decreased	high -	201,000.5
high +	low +	med -	high -	high +	increased	decreased	increased	decreased	high -	201,100.75
high -	low +	med +	med -	low +	increased	decreased	increased	increased	high +	201,100.8333
high +	low +	low -	low +	med -	decreased	increased	decreased	increased	high +	201,100.9167
med +	med +	med +	high +	low +	decreased	increased	decreased	decreased	high -	201,101
high -	med -	med -	med +	med -	decreased	decreased	decreased	decreased	high -	201,100.0833
high +	med +	high +	low +	high +	decreased	increased	increased	decreased	high -	201,100.6667
high -	med -	med -	high +	med -	increased	increased	increased	increased	high +	201,100.25
high +	med -	med -	low +	low -	increased	increased	increased	increased	high +	201,100.3333
low +	low +	med +	low +	low +	increased	increased	increased	decreased	med -	201,100.4167
high +	low +	low +	low -	low -	decreased	decreased	decreased	decreased	med -	201,100.5
low -	low -	med -	low -	low +	decreased	decreased	decreased	decreased	high -	201,100.5833
high -	med -	med -	high -	high -	increased	decreased	decreased	increased	high +	201,100.1667
high +	med +	low +	med -	high +	decreased	decreased	increased	increased	high +	201,200.0833
high +	low -	low -	high -	low -	increased	decreased	increased	decreased	high -	201,200.1667
high +	med +	med +	high +	high +	increased	increased	increased	increased	high +	201,200.25
low +	low -	low -	low +	low +	increased	increased	increased	decreased	med -	201,200.3333
low +	med +	med +	med +	high +	decreased	increased	increased	decreased	low -	201,200.4167
high -	low -	med -	high -	med -	decreased	decreased	decreased	increased	high +	201,201
high +	low +	low +	high +	med +	decreased	increased	increased	decreased	high -	201,200.5833
med +	low +	med +	high -	low -	increased	decreased	decreased	decreased	low -	201,200.6667
high -	med -	high -	high -	low -	increased	decreased	increased	increased	low +	201,200.75
high -	low +	high +	med -	low +	increased	decreased	increased	increased	high +	201,200.8333
med +	low -	med -	high +	med -	decreased	increased	decreased	decreased	med -	201,200.9167
high +	low +	med +	high +	med +	decreased	increased	increased	decreased	low +	201,200.5
high -	low -	med -	med -	med +	increased	decreased	decreased	increased	high +	201,300.0833
low +	med -	med -	high -	low -	increased	decreased	increased	increased	low -	201,300.1667
high +	high +	high +	low +	high +	increased	decreased	increased	increased	high +	201,300.25
med +	low -	low +	high +	low +	increased	increased	increased	increased	high +	201,300.3333
low +	med +	low +	high +	med +	decreased	increased	increased	decreased	med -	201,300.4167
high +	med +	low -	high -	low -	decreased	decreased	decreased	decreased	high -	201,301
high -	low -	low -	high +	low +	increased	increased	increased	decreased	high -	201,300.5833
high -	low -	low -	high -	low +	increased	decreased	increased	decreased	high -	201,300.6667
high +	low -	low -	high -	low -	increased	decreased	increased	increased	high +	201,300.75
high +	med +	low +	low +	low +	increased	increased	increased	increased	high +	201,300.8333
high -	low -	low -	low +	med -	decreased	decreased	decreased	increased	high +	201,300.9167
high -	low -	low +	high +	med +	increased	increased	increased	decreased	high -	201,300.5
high -	low -	med -	high -	med +	decreased	decreased	decreased	increased	high +	201,400.0833
high +	med -	med -	high -	low -	increased	decreased	increased	decreased	high -	201,400.1667
high +	high +	high +	high +	high +	increased	increased	increased	increased	high +	201,400.5
high -	low -	low -	low -	high -	increased	increased	decreased	increased	high +	201,400.3333
high +	low +	low +	med +	med +	decreased	increased	increased	decreased	high -	201,400.4167
high -	low -	med -	med -	high -	decreased	decreased	decreased	increased	high +	201,400.25
